theta1: 0.05, theta2: 0.25, theta3: 0.6999999999999997 :  assigned: 5192/7008  |  completed: 5172/7008  |   value:54966.17400000007   |  reward: 78576.83000000019  |   distance: 15324.571737555381   |  RR: 0.7408675799086758
theta1: 0.05, theta2: 0.3, theta3: 0.6499999999999997 :  assigned: 5187/7008  |  completed: 5167/7008  |   value:54720.72900000008   |  reward: 78610.4800000002  |   distance: 15473.595223290728   |  RR: 0.740154109589041
theta1: 0.05, theta2: 0.35, theta3: 0.5999999999999996 :  assigned: 5192/7008  |  completed: 5172/7008  |   value:54571.728000000054   |  reward: 78568.4300000002  |   distance: 15662.445878944294   |  RR: 0.7408675799086758
theta1: 0.05, theta2: 0.39999999999999997, theta3: 0.5499999999999996 :  assigned: 5192/7008  |  completed: 5172/7008  |   value:54493.28800000006   |  reward: 78555.9300000002  |   distance: 15756.737226130928   |  RR: 0.7408675799086758
theta1: 0.05, theta2: 0.44999999999999996, theta3: 0.4999999999999996 :  assigned: 5188/7008  |  completed: 5168/7008  |   value:54534.07800000004   |  reward: 78644.43000000021  |   distance: 15731.210702676171   |  RR: 0.740296803652968
theta1: 0.05, theta2: 0.49999999999999994, theta3: 0.4499999999999996 :  assigned: 5184/7008  |  completed: 5164/7008  |   value:54569.90800000006   |  reward: 78745.4800000002  |   distance: 15790.019564588056   |  RR: 0.7397260273972602
theta1: 0.05, theta2: 0.5499999999999999, theta3: 0.39999999999999963 :  assigned: 5187/7008  |  completed: 5167/7008  |   value:54350.378000000026   |  reward: 78878.8800000002  |   distance: 16035.784237273989   |  RR: 0.740154109589041
theta1: 0.05, theta2: 0.6, theta3: 0.34999999999999964 :  assigned: 5186/7008  |  completed: 5166/7008  |   value:54323.32900000001   |  reward: 78943.3300000002  |   distance: 15958.674092608888   |  RR: 0.7400114155251142
theta1: 0.05, theta2: 0.65, theta3: 0.29999999999999966 :  assigned: 5182/7008  |  completed: 5162/7008  |   value:54326.87999999999   |  reward: 79065.20000000022  |   distance: 16008.526346734574   |  RR: 0.7394406392694064
theta1: 0.05, theta2: 0.7000000000000001, theta3: 0.24999999999999967 :  assigned: 5182/7008  |  completed: 5162/7008  |   value:54291.30999999998   |  reward: 79207.50000000022  |   distance: 16138.58951660073   |  RR: 0.7394406392694064
theta1: 0.05, theta2: 0.7500000000000001, theta3: 0.19999999999999968 :  assigned: 5180/7008  |  completed: 5160/7008  |   value:53946.22900000002   |  reward: 79382.8300000002  |   distance: 16243.713058641848   |  RR: 0.7391552511415526
theta1: 0.05, theta2: 0.8000000000000002, theta3: 0.1499999999999997 :  assigned: 5183/7008  |  completed: 5163/7008  |   value:53480.17200000004   |  reward: 79561.6800000002  |   distance: 16181.639694119567   |  RR: 0.7395833333333334
theta1: 0.05, theta2: 0.8500000000000002, theta3: 0.09999999999999969 :  assigned: 5188/7008  |  completed: 5168/7008  |   value:52933.171000000046   |  reward: 79651.82000000023  |   distance: 16374.95454927517   |  RR: 0.740296803652968
theta1: 0.05, theta2: 0.9000000000000002, theta3: 0.049999999999999684 :  assigned: 5179/7008  |  completed: 5159/7008  |   value:52516.66300000007   |  reward: 80272.5300000002  |   distance: 16388.532349685007   |  RR: 0.7390125570776256
theta1: 0.1, theta2: 0, theta3: 0.9 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54265.62400000008   |  reward: 72426.13000000014  |   distance: 11148.018015207246   |  RR: 0.740582191780822
theta1: 0.1, theta2: 0.05, theta3: 0.85 :  assigned: 5248/7008  |  completed: 5228/7008  |   value:56555.479999999996   |  reward: 76387.30000000009  |   distance: 12957.114845130565   |  RR: 0.7488584474885844
theta1: 0.1, theta2: 0.1, theta3: 0.7999999999999999 :  assigned: 5238/7008  |  completed: 5218/7008  |   value:56301.470000000016   |  reward: 76983.42000000014  |   distance: 13561.396630816338   |  RR: 0.747431506849315
theta1: 0.1, theta2: 0.15000000000000002, theta3: 0.7499999999999999 :  assigned: 5232/7008  |  completed: 5212/7008  |   value:55940.38400000007   |  reward: 77466.02000000014  |   distance: 13783.9373042428   |  RR: 0.7465753424657534
theta1: 0.1, theta2: 0.2, theta3: 0.6999999999999998 :  assigned: 5226/7008  |  completed: 5206/7008  |   value:55706.577000000085   |  reward: 77670.41000000015  |   distance: 14031.499993636538   |  RR: 0.7457191780821918
theta1: 0.1, theta2: 0.25, theta3: 0.6499999999999998 :  assigned: 5207/7008  |  completed: 5187/7008  |   value:55638.4070000001   |  reward: 78079.46000000018  |   distance: 14248.629616258413   |  RR: 0.74300799086758
theta1: 0.1, theta2: 0.3, theta3: 0.5999999999999998 :  assigned: 5205/7008  |  completed: 5185/7008  |   value:55306.3030000001   |  reward: 78271.4300000002  |   distance: 14847.594019257609   |  RR: 0.742722602739726
theta1: 0.1, theta2: 0.35, theta3: 0.5499999999999997 :  assigned: 5203/7008  |  completed: 5183/7008  |   value:55134.68400000006   |  reward: 78274.6300000002  |   distance: 14944.568024852311   |  RR: 0.7424372146118722
theta1: 0.1, theta2: 0.39999999999999997, theta3: 0.4999999999999997 :  assigned: 5193/7008  |  completed: 5173/7008  |   value:54955.96400000006   |  reward: 78517.1800000002  |   distance: 15039.221841059474   |  RR: 0.7410102739726028
theta1: 0.1, theta2: 0.44999999999999996, theta3: 0.44999999999999973 :  assigned: 5192/7008  |  completed: 5172/7008  |   value:55005.05900000005   |  reward: 78545.03000000019  |   distance: 15203.310379864084   |  RR: 0.7408675799086758
theta1: 0.1, theta2: 0.49999999999999994, theta3: 0.39999999999999974 :  assigned: 5191/7008  |  completed: 5171/7008  |   value:54775.95400000004   |  reward: 78674.83000000018  |   distance: 15441.73683887566   |  RR: 0.7407248858447488
theta1: 0.1, theta2: 0.5499999999999999, theta3: 0.34999999999999976 :  assigned: 5194/7008  |  completed: 5174/7008  |   value:54751.819000000054   |  reward: 78743.7300000002  |   distance: 15424.187533694434   |  RR: 0.7411529680365296
theta1: 0.1, theta2: 0.6, theta3: 0.29999999999999977 :  assigned: 5192/7008  |  completed: 5172/7008  |   value:54731.87300000004   |  reward: 78772.5100000002  |   distance: 15478.063930346025   |  RR: 0.7408675799086758
theta1: 0.1, theta2: 0.65, theta3: 0.24999999999999978 :  assigned: 5190/7008  |  completed: 5170/7008  |   value:54422.85199999998   |  reward: 78891.06000000019  |   distance: 15633.379607448105   |  RR: 0.740582191780822
theta1: 0.1, theta2: 0.7000000000000001, theta3: 0.1999999999999998 :  assigned: 5187/7008  |  completed: 5167/7008  |   value:53986.90699999998   |  reward: 79046.56000000019  |   distance: 15594.260998542679   |  RR: 0.740154109589041
theta1: 0.1, theta2: 0.7500000000000001, theta3: 0.1499999999999998 :  assigned: 5187/7008  |  completed: 5167/7008  |   value:53833.544000000045   |  reward: 79349.05000000019  |   distance: 15848.664196135509   |  RR: 0.740154109589041
theta1: 0.1, theta2: 0.8000000000000002, theta3: 0.0999999999999998 :  assigned: 5194/7008  |  completed: 5174/7008  |   value:53089.17100000005   |  reward: 79474.88000000021  |   distance: 15826.73333583571   |  RR: 0.7411529680365296
theta1: 0.1, theta2: 0.8500000000000002, theta3: 0.049999999999999795 :  assigned: 5185/7008  |  completed: 5165/7008  |   value:52845.54200000007   |  reward: 80068.0800000002  |   distance: 15727.937150660164   |  RR: 0.7398687214611872
theta1: 0.15000000000000002, theta2: 0, theta3: 0.85 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54285.06400000008   |  reward: 72426.13000000014  |   distance: 11134.59192019645   |  RR: 0.740582191780822
theta1: 0.15000000000000002, theta2: 0.05, theta3: 0.7999999999999999 :  assigned: 5246/7008  |  completed: 5226/7008  |   value:56796.61500000005   |  reward: 76166.4500000001  |   distance: 12648.117913980273   |  RR: 0.7485730593607306
theta1: 0.15000000000000002, theta2: 0.1, theta3: 0.7499999999999999 :  assigned: 5242/7008  |  completed: 5222/7008  |   value:56392.61400000003   |  reward: 76411.75000000013  |   distance: 13151.714464487353   |  RR: 0.7480022831050228
theta1: 0.15000000000000002, theta2: 0.15000000000000002, theta3: 0.6999999999999998 :  assigned: 5238/7008  |  completed: 5218/7008  |   value:56294.31000000001   |  reward: 76983.42000000014  |   distance: 13548.781028295334   |  RR: 0.747431506849315
theta1: 0.15000000000000002, theta2: 0.2, theta3: 0.6499999999999998 :  assigned: 5238/7008  |  completed: 5218/7008  |   value:56023.64500000006   |  reward: 77221.87000000014  |   distance: 13703.898643390967   |  RR: 0.747431506849315
theta1: 0.15000000000000002, theta2: 0.25, theta3: 0.5999999999999998 :  assigned: 5227/7008  |  completed: 5207/7008  |   value:55615.01300000008   |  reward: 77389.80000000015  |   distance: 14011.019810155563   |  RR: 0.7458618721461188
theta1: 0.15000000000000002, theta2: 0.3, theta3: 0.5499999999999997 :  assigned: 5223/7008  |  completed: 5203/7008  |   value:55607.24200000011   |  reward: 77679.71000000014  |   distance: 13938.64998310851   |  RR: 0.745291095890411
theta1: 0.15000000000000002, theta2: 0.35, theta3: 0.4999999999999997 :  assigned: 5213/7008  |  completed: 5193/7008  |   value:55559.682000000095   |  reward: 77929.76000000015  |   distance: 14013.981248268241   |  RR: 0.7438641552511416
theta1: 0.15000000000000002, theta2: 0.39999999999999997, theta3: 0.44999999999999973 :  assigned: 5207/7008  |  completed: 5187/7008  |   value:55296.15300000008   |  reward: 78258.4800000002  |   distance: 14275.501556498606   |  RR: 0.74300799086758
theta1: 0.15000000000000002, theta2: 0.44999999999999996, theta3: 0.39999999999999974 :  assigned: 5204/7008  |  completed: 5184/7008  |   value:55108.55800000006   |  reward: 78416.9300000002  |   distance: 14708.263604612568   |  RR: 0.742579908675799
theta1: 0.15000000000000002, theta2: 0.49999999999999994, theta3: 0.34999999999999976 :  assigned: 5200/7008  |  completed: 5180/7008  |   value:55021.61300000004   |  reward: 78490.0300000002  |   distance: 14847.22664652948   |  RR: 0.7420091324200914
theta1: 0.15000000000000002, theta2: 0.5499999999999999, theta3: 0.29999999999999977 :  assigned: 5198/7008  |  completed: 5178/7008  |   value:54898.16899999998   |  reward: 78526.88000000021  |   distance: 15022.000149774805   |  RR: 0.7417237442922374
theta1: 0.15000000000000002, theta2: 0.6, theta3: 0.24999999999999978 :  assigned: 5200/7008  |  completed: 5180/7008  |   value:54804.530000000035   |  reward: 78552.86000000019  |   distance: 14961.746350089605   |  RR: 0.7420091324200914
theta1: 0.15000000000000002, theta2: 0.65, theta3: 0.1999999999999998 :  assigned: 5198/7008  |  completed: 5178/7008  |   value:54387.471000000005   |  reward: 78760.8100000002  |   distance: 15258.544137101   |  RR: 0.7417237442922374
theta1: 0.15000000000000002, theta2: 0.7000000000000001, theta3: 0.1499999999999998 :  assigned: 5196/7008  |  completed: 5176/7008  |   value:54276.648   |  reward: 79010.61000000019  |   distance: 15141.838260731021   |  RR: 0.7414383561643836
theta1: 0.15000000000000002, theta2: 0.7500000000000001, theta3: 0.0999999999999998 :  assigned: 5198/7008  |  completed: 5178/7008  |   value:53642.74300000002   |  reward: 79322.86000000019  |   distance: 15309.048751610027   |  RR: 0.7417237442922374
theta1: 0.15000000000000002, theta2: 0.8000000000000002, theta3: 0.049999999999999795 :  assigned: 5189/7008  |  completed: 5169/7008  |   value:52903.82200000008   |  reward: 79942.91000000024  |   distance: 15273.424390290435   |  RR: 0.740439497716895
theta1: 0.2, theta2: 0, theta3: 0.8 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54324.97400000008   |  reward: 72426.13000000014  |   distance: 11183.677217841818   |  RR: 0.740582191780822
theta1: 0.2, theta2: 0.05, theta3: 0.75 :  assigned: 5255/7008  |  completed: 5235/7008  |   value:56576.430000000066   |  reward: 75882.0000000001  |   distance: 12377.952142285274   |  RR: 0.749857305936073
theta1: 0.2, theta2: 0.1, theta3: 0.7 :  assigned: 5248/7008  |  completed: 5228/7008  |   value:56582.560000000005   |  reward: 76387.30000000009  |   distance: 12965.302686599438   |  RR: 0.7488584474885844
theta1: 0.2, theta2: 0.15000000000000002, theta3: 0.6499999999999999 :  assigned: 5237/7008  |  completed: 5217/7008  |   value:56563.159000000036   |  reward: 76811.05000000012  |   distance: 13323.348195132694   |  RR: 0.7472888127853882
theta1: 0.2, theta2: 0.2, theta3: 0.5999999999999999 :  assigned: 5238/7008  |  completed: 5218/7008  |   value:56306.470000000016   |  reward: 76983.42000000014  |   distance: 13586.453486222312   |  RR: 0.747431506849315
theta1: 0.2, theta2: 0.25, theta3: 0.5499999999999998 :  assigned: 5234/7008  |  completed: 5214/7008  |   value:56195.00000000004   |  reward: 77239.57000000015  |   distance: 13549.517223280653   |  RR: 0.7468607305936074
theta1: 0.2, theta2: 0.3, theta3: 0.49999999999999983 :  assigned: 5230/7008  |  completed: 5210/7008  |   value:55850.48900000006   |  reward: 77499.62000000013  |   distance: 13739.939135979092   |  RR: 0.7462899543378996
theta1: 0.2, theta2: 0.35, theta3: 0.44999999999999984 :  assigned: 5228/7008  |  completed: 5208/7008  |   value:55704.72100000008   |  reward: 77588.71000000017  |   distance: 13793.877277356383   |  RR: 0.7460045662100456
theta1: 0.2, theta2: 0.39999999999999997, theta3: 0.39999999999999986 :  assigned: 5223/7008  |  completed: 5203/7008  |   value:55806.952000000114   |  reward: 77850.36000000015  |   distance: 13723.436558426403   |  RR: 0.745291095890411
theta1: 0.2, theta2: 0.44999999999999996, theta3: 0.34999999999999987 :  assigned: 5213/7008  |  completed: 5193/7008  |   value:55559.77200000013   |  reward: 77996.81000000019  |   distance: 13907.018855901844   |  RR: 0.7438641552511416
theta1: 0.2, theta2: 0.49999999999999994, theta3: 0.2999999999999999 :  assigned: 5208/7008  |  completed: 5188/7008  |   value:55446.93700000007   |  reward: 78219.86000000018  |   distance: 14079.108691622223   |  RR: 0.7431506849315068
theta1: 0.2, theta2: 0.5499999999999999, theta3: 0.2499999999999999 :  assigned: 5200/7008  |  completed: 5180/7008  |   value:55278.454000000034   |  reward: 78549.11000000018  |   distance: 14347.840242636235   |  RR: 0.7420091324200914
theta1: 0.2, theta2: 0.6, theta3: 0.1999999999999999 :  assigned: 5204/7008  |  completed: 5184/7008  |   value:54895.033999999985   |  reward: 78642.36000000018  |   distance: 14480.872069673944   |  RR: 0.742579908675799
theta1: 0.2, theta2: 0.65, theta3: 0.1499999999999999 :  assigned: 5204/7008  |  completed: 5184/7008  |   value:54331.69799999997   |  reward: 78815.91000000018  |   distance: 14543.95644838907   |  RR: 0.742579908675799
theta1: 0.2, theta2: 0.7000000000000001, theta3: 0.09999999999999991 :  assigned: 5209/7008  |  completed: 5189/7008  |   value:53718.86300000004   |  reward: 79121.91000000019  |   distance: 14561.76421273491   |  RR: 0.7432933789954338
theta1: 0.2, theta2: 0.7500000000000001, theta3: 0.049999999999999906 :  assigned: 5199/7008  |  completed: 5179/7008  |   value:53374.76700000009   |  reward: 79697.8600000002  |   distance: 14511.607648892848   |  RR: 0.7418664383561644
theta1: 0.25, theta2: 0, theta3: 0.75 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54298.48900000008   |  reward: 72426.13000000014  |   distance: 11121.464125100734   |  RR: 0.740582191780822
theta1: 0.25, theta2: 0.05, theta3: 0.7 :  assigned: 5252/7008  |  completed: 5232/7008  |   value:56886.47400000008   |  reward: 75899.00000000013  |   distance: 12208.080022996906   |  RR: 0.7494292237442922
theta1: 0.25, theta2: 0.1, theta3: 0.6499999999999999 :  assigned: 5246/7008  |  completed: 5226/7008  |   value:56549.90000000002   |  reward: 76328.8500000001  |   distance: 12684.223174852905   |  RR: 0.7485730593607306
theta1: 0.25, theta2: 0.15000000000000002, theta3: 0.5999999999999999 :  assigned: 5246/7008  |  completed: 5226/7008  |   value:56551.88900000001   |  reward: 76327.9500000001  |   distance: 13107.095401209312   |  RR: 0.7485730593607306
theta1: 0.25, theta2: 0.2, theta3: 0.5499999999999998 :  assigned: 5237/7008  |  completed: 5217/7008  |   value:56479.57000000003   |  reward: 76848.27000000014  |   distance: 13208.752904023479   |  RR: 0.7472888127853882
theta1: 0.25, theta2: 0.25, theta3: 0.49999999999999983 :  assigned: 5236/7008  |  completed: 5216/7008  |   value:56382.615   |  reward: 77121.97000000016  |   distance: 13390.102918760174   |  RR: 0.7471461187214612
theta1: 0.25, theta2: 0.3, theta3: 0.44999999999999984 :  assigned: 5240/7008  |  completed: 5220/7008  |   value:56245.390000000014   |  reward: 77057.02000000015  |   distance: 13359.35503482494   |  RR: 0.747716894977169
theta1: 0.25, theta2: 0.35, theta3: 0.39999999999999986 :  assigned: 5233/7008  |  completed: 5213/7008  |   value:55831.64000000004   |  reward: 77280.62000000014  |   distance: 13503.184691236405   |  RR: 0.7467180365296804
theta1: 0.25, theta2: 0.39999999999999997, theta3: 0.34999999999999987 :  assigned: 5228/7008  |  completed: 5208/7008  |   value:55755.578000000074   |  reward: 77683.30000000016  |   distance: 13540.508005497686   |  RR: 0.7460045662100456
theta1: 0.25, theta2: 0.44999999999999996, theta3: 0.2999999999999999 :  assigned: 5225/7008  |  completed: 5205/7008  |   value:55679.469000000085   |  reward: 77832.61000000018  |   distance: 13618.59936616094   |  RR: 0.7455764840182648
theta1: 0.25, theta2: 0.49999999999999994, theta3: 0.2499999999999999 :  assigned: 5226/7008  |  completed: 5206/7008  |   value:55641.03900000005   |  reward: 77894.01000000017  |   distance: 13601.679859773503   |  RR: 0.7457191780821918
theta1: 0.25, theta2: 0.5499999999999999, theta3: 0.1999999999999999 :  assigned: 5216/7008  |  completed: 5196/7008  |   value:55265.13900000004   |  reward: 78108.16000000018  |   distance: 13657.208353829723   |  RR: 0.7442922374429224
theta1: 0.25, theta2: 0.6, theta3: 0.1499999999999999 :  assigned: 5210/7008  |  completed: 5190/7008  |   value:54815.53700000002   |  reward: 78391.11000000019  |   distance: 13889.772196110118   |  RR: 0.7434360730593608
theta1: 0.25, theta2: 0.65, theta3: 0.09999999999999991 :  assigned: 5217/7008  |  completed: 5197/7008  |   value:54220.08300000004   |  reward: 78815.96000000017  |   distance: 13984.025235567542   |  RR: 0.7444349315068494
theta1: 0.25, theta2: 0.7000000000000001, theta3: 0.049999999999999906 :  assigned: 5210/7008  |  completed: 5190/7008  |   value:53381.81200000007   |  reward: 79440.56000000022  |   distance: 13729.339173753075   |  RR: 0.7434360730593608
theta1: 0.3, theta2: 0, theta3: 0.7 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54278.45400000008   |  reward: 72426.13000000014  |   distance: 11140.863411267623   |  RR: 0.740582191780822
theta1: 0.3, theta2: 0.05, theta3: 0.6499999999999999 :  assigned: 5265/7008  |  completed: 5245/7008  |   value:56480.08500000008   |  reward: 75519.7200000001  |   distance: 11989.552980463215   |  RR: 0.7512842465753424
theta1: 0.3, theta2: 0.1, theta3: 0.5999999999999999 :  assigned: 5243/7008  |  completed: 5223/7008  |   value:56802.320000000065   |  reward: 76273.55000000012  |   distance: 12640.728932228343   |  RR: 0.7481449771689498
theta1: 0.3, theta2: 0.15000000000000002, theta3: 0.5499999999999998 :  assigned: 5244/7008  |  completed: 5224/7008  |   value:56674.26   |  reward: 76584.20000000011  |   distance: 12758.329923653391   |  RR: 0.7482876712328768
theta1: 0.3, theta2: 0.2, theta3: 0.49999999999999983 :  assigned: 5241/7008  |  completed: 5221/7008  |   value:56498.454000000034   |  reward: 76636.85000000014  |   distance: 12924.3674458148   |  RR: 0.7478595890410958
theta1: 0.3, theta2: 0.25, theta3: 0.44999999999999984 :  assigned: 5237/7008  |  completed: 5217/7008  |   value:56538.17000000003   |  reward: 77041.07000000015  |   distance: 13193.318963776319   |  RR: 0.7472888127853882
theta1: 0.3, theta2: 0.3, theta3: 0.39999999999999986 :  assigned: 5236/7008  |  completed: 5216/7008  |   value:56444.30999999999   |  reward: 77123.52000000015  |   distance: 13287.096498519124   |  RR: 0.7471461187214612
theta1: 0.3, theta2: 0.35, theta3: 0.34999999999999987 :  assigned: 5235/7008  |  completed: 5215/7008  |   value:56185.675000000025   |  reward: 77102.17000000014  |   distance: 13208.992463189736   |  RR: 0.7470034246575342
theta1: 0.3, theta2: 0.39999999999999997, theta3: 0.2999999999999999 :  assigned: 5236/7008  |  completed: 5216/7008  |   value:56039.577000000034   |  reward: 77433.32000000017  |   distance: 13152.85458134788   |  RR: 0.7471461187214612
theta1: 0.3, theta2: 0.44999999999999996, theta3: 0.2499999999999999 :  assigned: 5226/7008  |  completed: 5206/7008  |   value:55937.241000000016   |  reward: 77715.82000000015  |   distance: 13289.610116044338   |  RR: 0.7457191780821918
theta1: 0.3, theta2: 0.49999999999999994, theta3: 0.1999999999999999 :  assigned: 5234/7008  |  completed: 5214/7008  |   value:55490.87000000006   |  reward: 77683.75000000019  |   distance: 13276.891228643788   |  RR: 0.7468607305936074
theta1: 0.3, theta2: 0.5499999999999999, theta3: 0.1499999999999999 :  assigned: 5226/7008  |  completed: 5206/7008  |   value:55050.56700000006   |  reward: 77952.11000000016  |   distance: 13436.15159277906   |  RR: 0.7457191780821918
theta1: 0.3, theta2: 0.6, theta3: 0.09999999999999991 :  assigned: 5223/7008  |  completed: 5203/7008  |   value:54489.677000000076   |  reward: 78376.11000000019  |   distance: 13346.045475635314   |  RR: 0.745291095890411
theta1: 0.3, theta2: 0.65, theta3: 0.049999999999999906 :  assigned: 5218/7008  |  completed: 5198/7008  |   value:53239.332000000075   |  reward: 78861.53000000019  |   distance: 12953.993340374112   |  RR: 0.7445776255707762
theta1: 0.35, theta2: 0, theta3: 0.65 :  assigned: 5190/7008  |  completed: 5169/7008  |   value:54262.22900000008   |  reward: 72426.13000000014  |   distance: 11143.43959795592   |  RR: 0.740582191780822
theta1: 0.35, theta2: 0.05, theta3: 0.6 :  assigned: 5239/7008  |  completed: 5219/7008  |   value:56598.14600000007   |  reward: 75738.56000000011  |   distance: 11715.347808502333   |  RR: 0.747574200913242
theta1: 0.35, theta2: 0.1, theta3: 0.5499999999999999 :  assigned: 5246/7008  |  completed: 5226/7008  |   value:56557.42500000003   |  reward: 76062.20000000011  |   distance: 12089.807353255002   |  RR: 0.7485730593607306
theta1: 0.35, theta2: 0.15000000000000002, theta3: 0.49999999999999994 :  assigned: 5242/7008  |  completed: 5222/7008  |   value:56739.05000000001   |  reward: 76650.15000000011  |   distance: 12260.40488251513   |  RR: 0.7480022831050228
